17	86	30
13	22	77
2	64	26
6	74	3
5	17	29
20	11	56
10	1	97
2	14	69
10	47	72
19	45	56
4	34	53
22	28	88
8	1	39
8	71	46
5	56	21
19	40	76
2	22	55
23	70	36
4	72	70
7	75	11
17	41	0
4	85	60
13	74	66
18	7	58
23	21	91
18	72	64
18	36	53
10	41	26
6	83	5
13	84	73
6	67	16
21	50	28
16	80	26
20	44	55
20	15	54
12	29	79
8	26	87
17	49	79
24	6	97
17	83	18
15	71	93
19	62	4
12	85	24
21	87	0
2	86	67
24	14	91
3	84	57
14	47	15
10	7	50
3	28	57
18	78	19
15	73	32
19	1	72
14	56	55
14	22	14
23	6	38
21	23	40
13	9	58
19	43	1
12	37	58
20	34	94
8	78	10
24	37	73
2	5	98
19	20	61
20	21	72
23	3	30
8	62	46
13	54	4
12	36	38
20	22	36
23	57	29
2	28	82
18	10	45
6	47	81
10	15	79
7	77	28
20	58	6
24	74	5
16	67	64
17	71	42
23	56	91
17	62	42
14	60	15
10	28	54
16	47	94
9	76	66
10	5	39
12	38	26
13	79	85
22	55	95
5	86	38
9	51	6
12	41	18
7	48	58
14	16	18
2	84	29
11	47	46
14	70	35
19	77	32
6	1	46
15	45	23
12	60	2
9	28	66
9	53	16
7	80	81
23	60	41
8	83	33
4	9	75
9	45	75
17	48	17
17	60	11
1	13	17
9	68	63
22	35	85
8	79	51
15	27	16
8	6	72
4	20	91
10	8	22
20	83	87
24	2	21
21	10	84
9	19	86
8	56	52
24	45	48
18	17	89
21	8	6
22	1	51
3	53	62
18	42	74
18	27	23
18	65	2
4	74	14
13	45	77
13	39	97
17	74	39
20	86	100
13	55	32
23	16	13
2	11	38
13	51	56
7	29	64
12	24	54
5	16	31
15	60	16
8	5	15
22	3	13
4	25	71
3	7	46
24	79	11
4	35	70
4	15	18
3	38	81
11	37	51
17	64	55
20	36	20
19	83	79
18	80	53
18	31	57
23	26	42
13	78	72
8	19	7
19	12	60
6	46	87
6	79	45
15	7	65
3	82	30
7	33	61
10	69	28
23	61	80
10	18	80
14	62	96
18	15	44
8	39	46
12	56	60
6	81	85
23	47	3
12	55	18
13	60	95
3	14	95
2	36	45
20	28	81
19	61	93
5	78	67
22	43	37
16	29	40
24	48	44
1	34	68
11	79	46
12	59	96
2	10	35
16	25	34
2	67	90
14	19	55
18	3	75
15	82	12
6	23	45
16	50	7
3	3	66
10	44	71
7	72	92
15	4	66
6	29	69
21	58	86
7	63	47
15	35	46
19	3	81
23	36	83
23	63	19
10	81	2
4	86	5
3	78	14
4	76	17
9	70	63
21	49	2
14	37	47
15	12	68
14	76	11
1	24	23
20	74	29
12	33	17
7	24	32
7	14	80
6	28	30
5	44	78
7	65	55
5	2	56
15	53	73
20	71	78
20	57	90
17	77	13
21	79	80
19	14	19
24	69	2
3	6	12
6	27	13
6	64	12
9	10	94
13	69	27
10	23	95
10	6	64
21	12	88
23	40	37
19	59	23
4	5	18
13	28	55
15	56	25
17	69	30
10	26	1
18	44	59
22	72	97
2	52	85
4	47	0
21	29	64
11	36	36
10	70	11
24	30	54
24	33	42
6	60	52
3	50	89
10	57	15
13	43	43
14	35	5
24	42	38
12	6	72
10	36	9
24	85	67
7	68	29
16	64	60
24	67	15
17	66	44
8	74	1
13	68	23
10	35	26
8	43	51
23	23	21
12	4	34
7	85	75
3	64	41
4	13	5
2	62	39
14	34	47
7	7	83
9	36	30
18	13	83
21	70	57
24	1	5
5	60	26
15	74	59
17	9	48
10	62	20
7	69	24
1	55	78
12	72	62
16	4	14
7	36	72
6	42	40
8	77	46
22	53	71
21	3	40
6	14	1
10	73	7
22	17	59
7	73	45
15	59	93
20	64	9
16	44	37
14	83	55
7	26	11
6	10	91
9	84	63
16	38	91
24	8	63
5	63	1
22	29	31
12	66	11
4	73	63
20	23	6
12	47	68
22	14	48
16	53	30
1	79	52
24	38	71
10	22	82
19	47	31
18	68	31
12	64	34
23	44	67
13	3	86
20	81	76
22	81	88
18	32	87
17	45	17
22	49	85
2	9	96
12	76	77
4	83	88
7	9	6
22	74	65
5	80	32
14	46	64
8	57	88
10	34	37
19	57	77
21	67	16
17	51	52
11	55	63
15	38	72
17	55	30
9	24	26
9	35	92
5	49	62
20	39	9
12	8	63
9	65	19
6	38	78
21	4	87
20	85	33
21	46	13
9	80	77
21	77	32
12	23	25
14	80	20
17	78	6
24	35	55
14	55	40
14	78	75
23	19	49
21	1	38
5	77	6
5	21	21
6	22	54
5	27	41
18	77	90
5	83	5
21	34	44
22	70	54
14	61	13
5	8	54
13	47	86
4	23	19
12	21	15
15	14	6
1	21	66
8	58	1
13	49	29
9	63	98
22	36	77
16	32	24
16	68	68
17	12	13
18	79	63
21	26	86
4	69	90
10	59	35
20	14	49
5	61	68
8	12	71
24	83	46
20	78	36
6	45	28
24	60	7
2	85	44
11	11	16
10	66	40
10	72	92
3	68	51
9	12	92
7	40	9
7	50	100
1	37	9
13	48	31
22	79	79
24	5	60
3	30	47
23	20	30
15	72	13
11	15	29
16	75	16
3	23	32
17	7	11
19	67	84
14	8	98
14	64	22
16	39	71
24	57	3
16	15	62
15	47	67
14	2	3
9	41	0
23	78	14
11	10	87
15	39	27
7	18	53
14	77	52
12	49	57
11	66	33
19	78	41
16	74	41
16	12	99
4	17	5
12	52	40
19	80	79
10	64	60
12	44	31
18	23	91
23	64	9
13	11	32
22	65	89
6	71	66
21	65	69
2	30	47
12	51	14
1	41	96
20	8	89
5	73	44
4	60	84
5	24	32
17	85	37
6	16	80
8	27	10
19	36	96
13	21	0
11	16	29
14	26	4
20	41	44
1	1	79
19	60	92
4	46	53
9	9	81
4	87	56
12	32	75
20	55	0
16	35	48
17	1	25
16	48	31
18	45	97
21	22	21
5	74	52
14	5	22
4	28	57
22	69	100
9	52	13
14	68	96
13	58	12
6	82	18
18	47	65
16	59	12
6	12	8
5	39	66
4	48	2
5	35	99
1	46	54
23	43	37
1	8	71
24	22	95
13	56	38
21	62	69
22	87	60
5	82	78
16	9	59
23	83	37
24	15	85
3	85	22
5	52	80
18	21	100
2	7	28
2	27	71
12	71	67
21	7	41
24	31	50
14	14	95
21	6	96
22	54	74
18	16	38
3	57	4
5	25	58
20	73	57
23	72	35
10	56	88
7	10	63
11	21	63
23	22	29
5	34	7
6	37	29
16	56	23
20	69	34
10	74	85
3	65	16
2	72	15
9	16	51
6	54	60
16	10	16
1	9	64
19	53	85
23	71	79
4	64	26
19	79	31
20	7	18
13	4	45
10	37	32
23	11	28
19	86	94
18	22	40
11	53	38
3	73	59
20	43	6
1	80	20
14	79	73
18	19	58
3	48	20
6	69	85
20	17	42
4	65	55
22	42	53
23	51	18
1	23	8
5	26	46
13	80	3
3	41	43
23	67	56
24	68	64
9	2	3
16	77	71
2	70	17
5	29	59
1	59	61
12	26	78
14	57	5
13	85	86
