16	13	0
38	20	4
9	5	0
27	12	4
68	2	5
47	11	2
67	17	3
56	1	3
78	7	1
16	18	4
37	11	1
65	20	5
3	6	1
12	10	3
67	4	2
66	16	1
15	13	3
59	20	0
54	16	0
65	10	0
87	6	1
12	16	4
32	2	3
17	3	5
63	15	5
2	6	1
4	15	1
70	8	3
75	15	2
50	20	5
66	2	1
51	2	5
17	15	3
44	19	4
5	2	2
5	11	0
30	12	1
55	14	3
59	13	0
60	4	3
70	14	1
58	10	4
29	9	5
22	7	0
45	17	2
65	3	2
23	6	0
47	14	0
80	16	0
31	17	5
82	1	5
81	9	2
52	15	1
32	13	3
24	5	4
24	17	4
20	17	5
1	10	4
78	8	0
28	8	5
87	10	0
86	13	0
58	3	4
64	14	3
46	3	3
24	1	3
63	4	0
68	11	1
8	18	0
20	16	5
18	3	0
55	2	0
73	10	3
2	10	2
18	7	0
41	7	3
33	19	4
30	10	4
36	2	1
59	5	2
48	12	2
5	14	3
27	19	4
84	1	5
82	4	0
33	9	1
49	2	2
73	17	5
84	8	2
7	14	5
78	12	1
49	1	1
17	14	5
62	6	5
52	10	3
52	13	3
51	12	2
15	16	4
9	6	4
13	17	0
59	14	0
33	8	1
15	2	4
34	20	3
35	5	5
26	5	0
56	19	3
78	5	1
19	10	0
42	19	5
10	4	3
12	9	1
7	12	1
36	6	2
56	9	0
75	16	3
67	19	1
85	10	4
68	7	1
82	9	2
65	7	0
63	3	0
61	4	1
68	10	1
28	19	0
45	3	2
50	15	0
83	14	0
15	8	0
79	2	5
66	1	1
25	8	3
55	16	2
12	2	5
48	17	4
85	14	5
39	10	3
52	11	4
10	11	2
18	13	1
21	4	0
32	9	1
12	5	5
45	1	0
34	19	5
22	11	3
32	10	4
35	11	2
81	7	2
44	7	4
53	20	2
68	14	3
58	16	5
84	15	5
28	4	1
70	17	2
25	4	4
2	20	0
29	3	4
27	18	5
2	19	3
15	12	3
39	8	5
67	9	5
60	15	4
63	6	2
41	1	3
41	20	1
79	10	3
34	3	0
49	15	0
74	14	3
25	18	3
53	13	0
58	6	3
27	7	3
17	8	5
9	2	3
31	9	1
47	4	0
87	1	0
62	8	3
79	8	4
76	9	1
11	11	2
77	1	2
76	4	0
31	7	0
55	15	0
76	12	4
2	15	1
7	17	1
33	18	0
13	3	4
69	16	3
29	15	3
72	13	4
16	1	4
59	4	2
77	7	0
66	13	1
20	5	4
32	20	4
30	20	0
8	13	2
40	5	2
40	11	4
3	15	0
56	6	2
6	3	0
15	11	4
60	5	2
49	7	1
1	20	0
26	7	0
13	9	5
7	1	1
33	4	5
72	20	2
47	10	5
72	11	2
2	18	0
1	3	3
15	17	3
14	11	5
57	8	1
25	9	4
29	12	2
14	19	5
78	1	5
35	12	4
59	19	1
22	6	0
83	11	1
19	7	3
10	2	0
14	3	5
60	11	5
69	13	2
24	13	2
53	15	0
2	8	1
47	5	2
39	7	1
71	2	4
13	7	5
85	7	3
73	1	1
30	4	5
27	14	0
72	18	3
67	5	5
83	20	3
30	9	5
34	5	1
30	8	3
49	11	5
48	15	1
11	8	4
35	2	0
73	6	2
17	16	5
76	19	4
67	12	2
34	16	3
43	4	0
78	11	1
44	18	0
47	13	5
80	20	0
51	3	3
68	6	0
41	3	3
57	5	3
54	1	4
65	12	1
27	20	5
73	12	4
24	4	0
87	18	1
69	17	5
58	17	0
48	4	4
52	16	0
86	10	4
69	19	3
75	3	4
43	3	5
77	18	1
30	1	0
18	15	5
44	17	2
3	3	0
72	10	0
23	7	0
59	16	1
70	6	5
60	17	1
21	18	3
21	2	5
19	11	1
29	19	4
17	5	2
8	12	1
80	13	3
52	12	2
4	1	0
37	6	5
46	9	3
74	9	3
55	18	1
23	2	1
79	7	5
49	5	1
79	15	3
54	3	3
8	5	5
33	17	1
71	14	1
59	9	1
2	14	3
9	7	2
45	18	1
83	6	4
74	6	1
82	19	5
33	5	2
28	1	2
69	4	3
84	20	3
81	16	4
32	14	5
61	9	0
70	10	0
52	17	1
9	9	3
49	18	2
66	20	5
53	1	0
20	4	5
63	10	4
64	18	3
30	6	0
3	16	0
74	4	3
68	15	0
45	5	4
62	2	1
69	18	1
29	14	5
51	20	1
26	11	4
24	19	0
78	10	1
32	18	5
14	1	1
83	3	0
57	15	3
86	8	3
73	13	5
43	1	5
52	8	0
4	2	4
50	14	5
56	11	2
44	2	0
45	9	0
74	5	1
52	2	4
61	10	2
55	13	4
83	19	0
16	6	4
42	5	0
67	15	5
61	15	3
80	14	5
15	9	0
38	12	5
4	20	2
20	20	0
58	7	5
3	12	3
79	1	2
41	18	3
29	10	2
61	5	1
45	14	0
83	16	0
66	18	2
37	1	5
51	9	2
54	5	3
14	15	2
73	14	5
64	6	4
26	1	0
37	16	0
46	7	3
24	11	2
69	14	0
24	10	3
54	13	3
9	14	5
59	11	3
35	6	2
19	2	3
64	12	5
72	14	3
81	12	2
45	11	5
17	10	5
53	7	5
18	9	4
36	16	3
75	20	4
38	6	2
61	1	2
9	12	1
36	5	5
81	3	5
34	8	5
21	11	0
20	14	0
32	12	0
81	11	3
44	16	0
40	17	0
12	12	0
62	17	3
82	3	0
10	17	3
57	7	3
61	16	0
55	3	1
4	13	2
70	19	0
30	14	4
5	6	2
51	8	0
22	5	4
57	19	5
6	8	0
82	2	4
30	13	1
47	15	0
67	3	3
71	12	5
69	12	4
11	13	2
14	12	4
58	15	2
60	1	2
1	17	5
74	20	3
65	9	4
20	13	4
54	15	0
6	7	4
43	16	2
21	17	0
30	2	3
48	9	2
36	9	0
45	7	3
12	13	1
19	18	5
26	16	0
21	15	1
23	15	5
51	18	1
82	10	1
54	19	2
48	5	4
39	3	3
61	11	4
67	2	0
35	10	1
18	14	3
83	18	0
45	10	4
25	6	3
60	16	4
58	14	0
51	6	4
22	4	4
25	14	5
79	19	2
33	16	1
56	10	1
81	14	1
46	14	2
67	13	2
30	11	3
55	4	5
29	11	1
28	15	1
57	9	5
21	20	5
61	7	1
58	8	0
29	1	4
2	13	0
50	12	2
28	3	2
26	19	3
15	15	0
63	7	3
8	1	0
38	8	0
7	13	2
73	3	1
31	12	5
62	11	3
33	20	2
35	4	1
37	13	2
20	1	4
44	13	1
50	8	0
5	9	4
75	12	3
30	18	2
85	5	5
87	4	2
14	14	5
1	15	2
22	13	5
31	10	4
21	7	4
20	12	0
40	14	3
23	3	2
31	14	3
79	14	3
12	17	1
34	4	3
19	4	5
82	5	0
85	1	0
33	7	4
86	6	0
67	8	0
51	4	1
55	8	5
56	14	3
70	16	0
59	1	1
42	3	1
83	1	1
60	14	0
28	10	4
66	17	4
87	8	4
9	11	4
22	18	4
82	15	0
77	20	2
2	1	0
60	10	0
